date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:18:36	4935577/4935577	---M--	200	added ('OK')	application/pdf	etag:%22e72abe7e73dd51:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202018-19.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202018-19.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:20:18	2658070/2658070	---M--	200	added ('OK')	application/pdf	etag:%22e0dcc4c572ffd11:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202015-16.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202015-16.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:29:30	4027588/4027588	---M--	200	added ('OK')	application/pdf	etag:%225d29a3ee86d01:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202013-14.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202013-14.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:32:22	4464244/4464244	---M--	200	added ('OK')	application/pdf	etag:%22b16e4f3ee86d01:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202012-13.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202012-13.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:33:43	5648493/5648493	---M--	200	added ('OK')	application/pdf	etag:%222a9581d3bbdd01:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202014-15.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202014-15.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:33:43	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.b798cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=Name_and_Contact_Details_of_RTA)
22:33:43	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.b898cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:33:57	1640340/1640340	---M--	200	added ('OK')	application/pdf	etag:%226474f71ee86d01:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202011-12.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202011-12.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:33:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Aug%202023%2017:04:00%20GMT	http://www.vrlgroup.in/investor_download/Board%20diversity%20policy.docx	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Board%20diversity%20policy.ba.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:34:01	24807/24807	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22854577611e28d11:0%22	http://www.vrlgroup.in/investor_download/Policy%20on%20preservation%20of%20documents%20-%20final.docx	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Policy%20on%20preservation%20of%20documents%20-%20final.docx	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:34:04	12048814/12048814	---M--	200	added ('OK')	application/pdf	etag:%227484672f7875d71:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202020-21.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202020-21.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:34:05	21365/21365	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22415e45611e28d11:0%22	http://www.vrlgroup.in/investor_download/Policy%20for%20disclosure%20requirements%20-%20final.docx	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Policy%20for%20disclosure%20requirements%20-%20final.docx	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:34:13	182159/182159	---M--	200	added ('OK')	application/pdf	etag:%221cd8888adc9d91:0%22	http://www.vrlgroup.in/investor_download/Policy_on_Dividend_Distribution.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Policy_on_Dividend_Distribution.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:34:30	106430/106430	---M--	200	added ('OK')	application/pdf	etag:%22ee351665ef86d01:0%22	http://www.vrlgroup.in/investor_download/Nomination_Remuneration%20Policy.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Nomination_Remuneration%20Policy.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:34:39	209090/209090	---M--	200	added ('OK')	application/pdf	etag:%22f0442b65ef86d01:0%22	http://www.vrlgroup.in/investor_download/CSR%20POLICY.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/CSR%20POLICY.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:35:18	236652/236652	---M--	200	added ('OK')	application/pdf	etag:%229eb62f4462c4d91:0%22	http://www.vrlgroup.in/investor_download/Policy_on_Related_Party_Transactions.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Policy_on_Related_Party_Transactions.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:35:22	316232/316232	---M--	200	added ('OK')	application/pdf	etag:%22b75c7a7709ed91:0%22	http://www.vrlgroup.in/investor_download/Risk%20Management%20Policy_14_06_2023.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Risk%20Management%20Policy_14_06_2023.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:35:36	111099/111099	---M--	200	added ('OK')	application/pdf	etag:%228e34f4ce318ed01:0%22	http://www.vrlgroup.in/investor_download/vigil_Mechanism.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/vigil_Mechanism.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:35:36	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.c498cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:35:38	96963/96963	---M--	200	added ('OK')	application/pdf	etag:%2226f01cf318ed01:0%22	http://www.vrlgroup.in/investor_download/Code_of_Conduct.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Code_of_Conduct.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:36:37	945696/945696	---M--	200	added ('OK')	application/pdf	etag:%22ccb759dd76ebd41:0%22	http://www.vrlgroup.in/investor_download/Insider%20Trading%20Regulation%20Policy%20APRIL%202019.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Insider%20Trading%20Regulation%20Policy%20APRIL%202019.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=policies)
22:36:47	427208/427208	---M--	200	added ('OK')	application/pdf	etag:%224f1f89a56f26d91:0%22	http://www.vrlgroup.in/investor_download/Q3_2022_23_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q3_2022_23_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:36:51	460988/460988	---M--	200	added ('OK')	application/pdf	etag:%2228659ae15bb5d91:0%22	http://www.vrlgroup.in/investor_download/2023_24_Q1_CGREPORT.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/2023_24_Q1_CGREPORT.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:37:51	2036779/2036779	---M--	200	added ('OK')	application/pdf	etag:%22db3fe1e7d6a9d11:0%22	http://www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202010_11.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/VRL%20Annual%20Report%202010_11.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=finance_a_reports)
22:37:57	490131/490131	---M--	200	added ('OK')	application/pdf	etag:%22f08cff1917ded81:0%22	http://www.vrlgroup.in/investor_download/Q2_2022_23_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q2_2022_23_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:37:59	441224/441224	---M--	200	added ('OK')	application/pdf	etag:%2208efcd4da9d81:0%22	http://www.vrlgroup.in/investor_download/Q1_2022_23_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q1_2022_23_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:38:14	141466/141466	---M--	200	added ('OK')	application/pdf	etag:%22ca191873a46d81:0%22	http://www.vrlgroup.in/investor_download/Q3_2021_22_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q3_2021_22_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:38:19	139656/139656	---M--	200	added ('OK')	application/pdf	etag:%2254ee03542bfd71:0%22	http://www.vrlgroup.in/investor_download/Q2_2021_22_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q2_2021_22_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:38:21	139050/139050	---M--	200	added ('OK')	application/pdf	etag:%2238d66cf62479d71:0%22	http://www.vrlgroup.in/investor_download/Q1_2021_22_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q1_2021_22_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:38:30	613557/613557	---M--	200	added ('OK')	application/pdf	etag:%22596acd33584ed81:0%22	http://www.vrlgroup.in/investor_download/Q4_2021_22_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q4_2021_22_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:38:53	138727/138727	---M--	200	added ('OK')	application/pdf	etag:%222c14fcdbb764d61:0%22	http://www.vrlgroup.in/investor_download/Q1_2020_21_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q1_2020_21_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:39:13	119434/119434	---M--	200	added ('OK')	application/pdf	etag:%22202712d4e32cd61:0%22	http://www.vrlgroup.in/investor_download/Q4_2019_20_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q4_2019_20_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:39:30	101605/101605	---M--	200	added ('OK')	application/pdf	etag:%22cf73c053fc46d61:0%22	http://www.vrlgroup.in/investor_download/Q3_2019_20_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q3_2019_20_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:39:30	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.d398cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=management_team)
22:39:30	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.d498cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=compliance_officer)
22:39:30	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.d598cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=nodal_officer)
22:39:30	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.d698cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presiding_officer)
22:39:30	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.d798cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_committees)
22:39:30	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.d898cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:39:30	439054/439054	---M--	200	added ('OK')	application/pdf	etag:%224d357261eebd61:0%22	http://www.vrlgroup.in/investor_download/Q3_2020_21_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q3_2020_21_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:39:34	452491/452491	---M--	200	added ('OK')	application/pdf	etag:%221ad615ce47b7d61:0%22	http://www.vrlgroup.in/investor_download/Q2_2020_21_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q2_2020_21_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:39:59	655298/655298	---M--	200	added ('OK')	application/pdf	etag:%2299af017d031d71:0%22	http://www.vrlgroup.in/investor_download/Q4_2020_21_CGReport.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q4_2020_21_CGReport.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=carporate_report)
22:47:33	2983714/2983714	---M--	200	added ('OK')	application/pdf	etag:%2272b66c7021c9d91:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_23_24.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_23_24.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:48:06	3145661/3145661	---M--	200	added ('OK')	application/pdf	etag:%22a026d6e29a34d91:0%22	http://www.vrlgroup.in/investor_download/Presentation_Q3_22_23.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_Q3_22_23.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:48:33	3169165/3169165	---M--	200	added ('OK')	application/pdf	etag:%222ece9269faf4d81:0%22	http://www.vrlgroup.in/investor_download/Presentation_Q2_22_23.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_Q2_22_23.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:50:18	4001682/4001682	---M--	200	added ('OK')	application/pdf	etag:%22dbe9bfacd8ed91:0%22	http://www.vrlgroup.in/investor_download/Presentation_Q4_22_23.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_Q4_22_23.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:51:43	1171198/1171198	---M--	200	added ('OK')	application/pdf	etag:%222a6a45e12218d81:0%22	http://www.vrlgroup.in/investor_download/Presentation_q3_21_20.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q3_21_20.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:53:02	1011413/1011413	---M--	200	added ('OK')	application/pdf	etag:%229df9cfcf15cfd71:0%22	http://www.vrlgroup.in/investor_download/Presentation_q2_21_20.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q2_21_20.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:53:16	1917263/1917263	---M--	200	added ('OK')	application/pdf	etag:%225fc31a5fbf71d81:0%22	http://www.vrlgroup.in/investor_download/Presentation_q4_21_22.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q4_21_22.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:53:57	829410/829410	---M--	200	added ('OK')	application/pdf	etag:%22e51bb0f8fd8bd71:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_21_20.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_21_20.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:54:53	2718591/2718591	---M--	200	added ('OK')	application/pdf	etag:%22070999f33add81:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_22_23.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_22_23.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:55:27	803975/803975	---M--	200	added ('OK')	application/pdf	etag:%22aef8909dc2fdd61:0%22	http://www.vrlgroup.in/investor_download/Presentation_q3_20_21.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q3_20_21.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:56:21	883037/883037	---M--	200	added ('OK')	application/pdf	etag:%22b7436feac8b4d61:0%22	http://www.vrlgroup.in/investor_download/Presentation_q2_20_21.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q2_20_21.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:56:45	686578/686578	---M--	200	added ('OK')	application/pdf	etag:%2295f36738d375d61:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_20_21.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_20_21.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:58:19	727434/727434	---M--	200	added ('OK')	application/pdf	etag:%22fc17816f85ded51:0%22	http://www.vrlgroup.in/investor_download/Presentation_q3_19_20.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q3_19_20.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:59:24	2355991/2355991	---M--	200	added ('OK')	application/pdf	etag:%22ae7af5d0895fd71:0%22	http://www.vrlgroup.in/investor_download/Presentation_q4_20_21.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q4_20_21.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
22:59:27	1000648/1000648	---M--	200	added ('OK')	application/pdf	etag:%221e272edf4598d51:0%22	http://www.vrlgroup.in/investor_download/Presentation_q2_19_20.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q2_19_20.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:01:47	1282434/1282434	---M--	200	added ('OK')	application/pdf	etag:%22bf1cb754c450d51:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_19_20.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_19_20.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:01:57	925589/925589	---M--	200	added ('OK')	application/pdf	etag:%226a2eec4170c0d41:0%22	http://www.vrlgroup.in/investor_download/Presentation_q3_18_19.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q3_18_19.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:02:19	2548628/2548628	---M--	200	added ('OK')	application/pdf	etag:%22b4ac2b46648d61:0%22	http://www.vrlgroup.in/investor_download/Presentation_q4_19_20.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q4_19_20.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:04:14	905274/905274	---M--	200	added ('OK')	application/pdf	etag:%2222b152c36f73d41:0%22	http://www.vrlgroup.in/investor_download/Presentation_q2_18_19.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q2_18_19.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:04:31	944497/944497	---M--	200	added ('OK')	application/pdf	etag:%22a97c81fa5931d41:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_18_19.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_18_19.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:06:05	2479280/2479280	---M--	200	added ('OK')	application/pdf	etag:%22b342b2778447d51:0%22	http://www.vrlgroup.in/investor_download/Presentation_q4_18_19.pdf?a=b	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q4_18_197aca.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:06:30	839077/839077	---M--	200	added ('OK')	application/pdf	etag:%22d2f998498d9ad31:0%22	http://www.vrlgroup.in/investor_download/Presentation_q3_17_18.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q3_17_18.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:07:24	1066415/1066415	---M--	200	added ('OK')	application/pdf	etag:%22be982ddf2255d31:0%22	http://www.vrlgroup.in/investor_download/Presentation_q2_17_18.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q2_17_18.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:08:06	740407/740407	---M--	200	added ('OK')	application/pdf	etag:%22801baf4b5a12d31:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_17_18.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_17_18.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:08:50	2412966/2412966	---M--	200	added ('OK')	application/pdf	etag:%22911da789e5f4d31:0%22	http://www.vrlgroup.in/investor_download/Presentation_q4_17_18.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q4_17_18.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:10:00	962931/962931	---M--	200	added ('OK')	application/pdf	etag:%2275372be6fb76d21:0%22	http://www.vrlgroup.in/investor_download/Presentation_q3_16_17.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q3_16_17.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:10:44	990950/990950	---M--	200	added ('OK')	application/pdf	etag:%22d42eb8b14230d21:0%22	http://www.vrlgroup.in/investor_download/Presentation_q2_16_17.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q2_16_17.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:11:08	867487/867487	---M--	200	added ('OK')	application/pdf	etag:%227f3b6fecebd11:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_16_17.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_16_17.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:12:58	829086/829086	---M--	200	added ('OK')	application/pdf	etag:%22b26b4189f85cd11:0%22	http://www.vrlgroup.in/investor_download/Presentation_q3_15_16.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q3_15_16.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:13:22	820408/820408	---M--	200	added ('OK')	application/pdf	etag:%229c79c4d96115d11:0%22	http://www.vrlgroup.in/investor_download/Presentation_q2_15_16.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q2_15_16.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:13:23	0/-1	---M--	302	error ('')			http://www.vrlgroup.in/vrl_investors_desk.aspx?display=board_directors	F:/mywebsite11/1q/www.vrlgroup.in/vrl_investors_desk.fa98cb.delayed	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding)
23:14:59	747246/747246	---M--	200	added ('OK')	application/pdf	etag:%22361a9edf4fd3d01:0%22	http://www.vrlgroup.in/investor_download/Presentation_q1_15_16.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q1_15_16.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:14:59	3165280/3165280	---M--	200	added ('OK')	application/pdf	etag:%22809369835912d31:0%22	http://www.vrlgroup.in/investor_download/Presentation_q4_16_17.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q4_16_17.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:15:51	920348/920348	---M--	200	added ('OK')	application/pdf	etag:%22b0ce9de25bb5d91:0%22	http://www.vrlgroup.in/investor_download/Q1_2023_24_share_holding_pattern.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q1_2023_24_share_holding_pattern.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding)
23:17:20	860554/860554	---M--	200	added ('OK')	application/pdf	etag:%22bcfe32a66f26d91:0%22	http://www.vrlgroup.in/investor_download/Q3_2022_23_share_holding_pattern.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q3_2022_23_share_holding_pattern.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding)
23:17:31	929399/929399	---M--	200	added ('OK')	application/pdf	etag:%227e57bbfdf71d91:0%22	http://www.vrlgroup.in/investor_download/Q4_2022_23_share_holding_pattern.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q4_2022_23_share_holding_pattern.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding)
23:18:11	859479/859479	---M--	200	added ('OK')	application/pdf	etag:%22ee28cb221bded81:0%22	http://www.vrlgroup.in/investor_download/Q2_2022_23_share_holding_pattern.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q2_2022_23_share_holding_pattern.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding)
23:18:21	3068858/3068858	---M--	200	added ('OK')	application/pdf	etag:%22fe64fc23e8b4d11:0%22	http://www.vrlgroup.in/investor_download/Presentation_q4_15_16.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Presentation_q4_15_16.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=presentation)
23:19:32	812292/812292	---M--	200	added ('OK')	application/pdf	etag:%2209cf7134da9d81:0%22	http://www.vrlgroup.in/investor_download/Q1_2022_23_share_holding_pattern.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q1_2022_23_share_holding_pattern.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding)
23:19:34	513215/513215	---M--	200	added ('OK')	application/pdf	etag:%2219ca2873a46d81:0%22	http://www.vrlgroup.in/investor_download/Q3_2021_22_share_holding_pattern.pdf	F:/mywebsite11/1q/www.vrlgroup.in/investor_download/Q3_2021_22_share_holding_pattern.pdf	(from http://www.vrlgroup.in/vrl_investors_desk.aspx?display=share_holding)
